adress,gu,dong,name,count,lat,long,years,sep_years
삼선동2가 420,성북구,삼선동2가,삼선현대힐스테이트,46,37.5820767,127.0135213,2009,10년미만
삼선동3가 21-4,성북구,삼선동3가,유니아테라스,3,37.5877073,127.0134187,2003,10~20년
상월곡동 101,성북구,상월곡동,동아에코빌,125,37.607923,127.0453013,2003,10~20년
상월곡동 55-56,성북구,상월곡동,우남푸르미아,12,37.6057268,127.0464834,2007,10~20년
석관동 10,성북구,석관동,두산,123,37.6126112,127.0687734,2000,10~20년
석관동 404,성북구,석관동,삼성,6,37.6099646,127.0656657,1997,20~30년
석관동 408,성북구,석관동,신동아파밀리에,20,37.6074789,127.0534864,2002,10~20년
석관동 405,성북구,석관동,코오롱,27,37.6062279,127.0656478,1997,20~30년
안암동1가 361,성북구,안암동1가,안암동삼성래미안,35,37.5893024,127.0238533,2005,10~20년
안암동3가 135,성북구,안암동3가,삼익,7,37.5814922,127.0249426,1983,30년이상
장위동 314,성북구,장위동,그린빌아파트,1,37.6176203,127.0429084,2002,10~20년
장위동 317,성북구,장위동,꿈의숲대명루첸아피트,58,37.62034,127.0470739,2008,10~20년
장위동 312,성북구,장위동,우방아파트,19,37.6103478,127.055175,2001,10~20년
장위동 316-5,성북구,장위동,참누리아파트,26,37.6231809,127.049523,2006,10~20년
정릉동 1015,성북구,정릉동,경남,55,37.6042574,127.0171799,1989,20~30년
정릉동 1021,성북구,정릉동,대우,39,37.6177592,127.0034128,2000,10~20년
정릉동 1034,성북구,정릉동,라온유,31,37.6032405,127.0182023,2008,10~20년
정릉동 1016,성북구,정릉동,우방,21,37.6003233,127.0099374,1999,10~20년
정릉동 1028,성북구,정릉동,정릉e-편한세상,57,37.615258,127.0101574,2006,10~20년
정릉동 767-2,성북구,정릉동,정릉동푸른,3,37.6160372,127.0028626,2003,10~20년
정릉동 1014,성북구,정릉동,정릉스카이 쌍용 아파트,37,37.5995886,127.0166785,1999,10~20년
정릉동 1020,성북구,정릉동,정릉우성아파트 101~105동,52,37.6009374,127.0155984,2000,10~20년
정릉동 406,성북구,정릉동,정릉푸르지오,34,37.6061668,127.0099721,2005,10~20년
정릉동 239,성북구,정릉동,정릉풍림아이원,173,37.6186219,127.007307,2005,10~20년
정릉동 435,성북구,정릉동,정릉하이츠빌2단지,51,37.6037774,127.0105236,2005,10~20년
정릉동 1029,성북구,정릉동,정릉한일유앤아이,5,37.6171031,126.9987128,2006,10~20년
정릉동 1031,성북구,정릉동,정릉힐스테이트3차,41,37.6144259,127.0077456,2008,10~20년
종암동 128,성북구,종암동,극동,16,37.5952054,127.0339666,1992,20~30년
종암동 134,성북구,종암동,래미안라센트,62,37.5996248,127.0387994,2011,10년미만
종암동 133,성북구,종암동,래미안세레니티,77,37.5992432,127.0310266,2009,10년미만
종암동 80,성북구,종암동,삼성래미안,140,37.6009545,127.0301755,2004,10~20년
종암동 131,성북구,종암동,아이파크2차,54,37.5968304,127.0317057,2005,10~20년
종암동 130,성북구,종암동,아이파크종암동,37,37.6025363,127.0298016,2004,10~20년
종암동 104-1,성북구,종암동,종암에스케이,117,37.6010514,127.0368411,1999,10~20년
하월곡동 90-723,성북구,하월곡동,광남캐스빌,5,37.6046639,127.0322395,2008,10~20년
하월곡동 219,성북구,하월곡동,동신,57,37.6044161,127.0353254,1983,30년이상
하월곡동 230,성북구,하월곡동,동일하이빌뉴시티,44,37.6041779,127.0409997,2011,10년미만
하월곡동 225,성북구,하월곡동,래미안월곡,149,37.6105228,127.0369217,2006,10~20년
하월곡동 224,성북구,하월곡동,샹그레빌,18,37.5962529,127.0413171,2004,10~20년
하월곡동 222,성북구,하월곡동,월곡두산위브,207,37.6069136,127.0386139,2003,10~20년
하월곡동 226,성북구,하월곡동,월곡래미안루나밸리,68,37.5990315,127.0421761,2007,10~20년
가락동 140,송파구,가락동,가락(1차)쌍용아파트,289,37.495533,127.1281419,1997,20~30년
가락동 141-7,송파구,가락동,가락그랑밸리,1,37.4944561,127.1265396,2001,10~20년
가락동 95-1,송파구,가락동,가락금호아파트,113,37.4961448,127.1163814,1997,20~30년
가락동 21-6,송파구,가락동,가락쌍용(2차),45,37.5015104,127.122275,1999,10~20년
가락동 192,송파구,가락동,극동,22,37.4957107,127.1324576,1992,20~30년
가락동 16-12,송파구,가락동,동일씨티빌,1,37.4999241,127.1256152,2006,10~20년
가락동 98,송파구,가락동,두산위브,27,37.4945505,127.1191177,2007,10~20년
가락동 165,송파구,가락동,래미안파크팰리스,83,37.4980961,127.1321303,2007,10~20년
가락동 79,송파구,가락동,롯데캐슬,14,37.4943071,127.121397,2003,10~20년
가락동 478,송파구,가락동,송파동부쎈트레빌,19,37.5003479,127.1090224,2004,10~20년
가락동 52,송파구,가락동,쌍용스윗닷홈(104동),8,37.4980585,127.1227644,2005,10~20년
가락동 51-1,송파구,가락동,쌍용스윗닷홈(105동),9,37.4983363,127.122449,2005,10~20년
가락동 126-2,송파구,가락동,프라임,3,37.4924254,127.1267091,2002,10~20년
가락동 102,송파구,가락동,한신1,24,37.489756,127.1217759,1988,30년이상
가락동 78-1,송파구,가락동,한화오벨리스크,14,37.4948146,127.1219124,2004,10~20년
가락동 1-10,송파구,가락동,현대빌라트1,1,37.5039218,127.1242487,1996,20~30년
가락동 171,송파구,가락동,현진타워,2,37.4975531,127.1343815,2015,10년미만
거여동 290,송파구,거여동,거여1단지,106,37.4908734,127.1445037,1997,20~30년
거여동 291,송파구,거여동,거여2단지동아,31,37.4903176,127.146152,1997,20~30년
거여동 294,송파구,거여동,거여5단지,65,37.4888158,127.1453108,1997,20~30년
거여동 34,송파구,거여동,메이저A동,1,37.4929344,127.1507949,2004,10~20년
거여동 136,송파구,거여동,삼호,10,37.4965184,127.1436149,1999,10~20년
거여동 28,송파구,거여동,쌍용스윗닷홈 거여역1차,6,37.4919953,127.1461442,2006,10~20년
거여동 27-5,송파구,거여동,쌍용스윗닷홈2차,5,37.4926974,127.1455368,2006,10~20년
거여동 46,송파구,거여동,현대3차,25,37.4969251,127.1451596,1993,20~30년
마천동 30-2,송파구,마천동,다우림,2,35.1228556,128.7902211,2004,10~20년
마천동 575,송파구,마천동,마천금호어울림1차아파트,14,37.4983085,127.1547183,2002,10~20년
마천동 304,송파구,마천동,마천동금호타운1,14,37.4948398,127.1532522,1998,20~30년
마천동 200-75,송파구,마천동,보보스빌,1,37.497842,127.1539885,2004,10~20년
마천동 573,송파구,마천동,삼익1,17,37.498991,127.1536306,1996,20~30년
마천동 22,송파구,마천동,성영,2,37.4996705,127.1451464,2000,10~20년
마천동 582,송파구,마천동,송파파크데일1단지,35,37.4990271,127.1590711,2011,10년미만
마천동 607,송파구,마천동,송파파크데일2단지,35,37.4959139,127.1589319,2011,10년미만
마천동 9,송파구,마천동,아남,11,35.1285878,128.7895096,1994,20~30년
마천동 576,송파구,마천동,우방아파트,13,37.5003803,127.1519852,2001,10~20년
문정동 72-3,송파구,문정동,건영1,71,37.4815144,127.12584,1984,30년이상
문정동 113-3,송파구,문정동,문정그린,1,37.4863199,127.1334426,2001,10~20년
문정동 19,송파구,문정동,문정대우푸르지오,19,37.4868019,127.1271929,2001,10~20년
문정동 1,송파구,문정동,문정래미안,143,37.4905107,127.1303692,2004,10~20년
문정동 18,송파구,문정동,문정푸르지오,22,37.4868665,127.1281285,1999,10~20년
문정동 146,송파구,문정동,세양청마루,16,37.4924098,127.1369638,2005,10~20년
문정동 618,송파구,문정동,파크하비오,35,36.8026941,128.5988353,2016,10년미만
문정동 58,송파구,문정동,현대2,12,37.4838721,127.1245665,1993,20~30년
문정동 150,송파구,문정동,훼밀리,307,37.4885861,127.1153362,1988,30년이상
방이동 39-2,송파구,방이동,신동아타워,9,37.5156064,127.1105775,1995,20~30년
방이동 171,송파구,방이동,올림픽베어스타운1,6,37.5148543,127.1187965,1996,20~30년
방이동 89,송파구,방이동,올림픽선수기자촌2단지,255,37.5140777,127.1334283,1988,30년이상
방이동 51-4,송파구,방이동,올림픽카운티,11,37.5148335,127.1145627,2003,10~20년
삼전동 72-9,송파구,삼전동,경덕,3,37.502272,127.0937844,2003,10~20년
삼전동 53-5,송파구,삼전동,삼성,2,37.4999089,127.0900796,1997,20~30년
삼전동 7-16,송파구,삼전동,엘에스타워,1,37.5047126,127.088931,2016,10년미만
삼전동 39,송파구,삼전동,현대1,9,37.5002643,127.0886153,1994,20~30년
석촌동 158-5,송파구,석촌동,미켈란호수가,6,37.5073341,127.1022797,2007,10~20년
석촌동 285,송파구,석촌동,잠실한솔,20,37.5036172,127.1046428,2000,10~20년
송파동 151,송파구,송파동,2차한양아파트,43,37.5045838,127.1163419,1984,30년이상
송파동 166,송파구,송파동,가락삼익맨숀,71,37.5055381,127.1211805,1984,30년이상
송파동 161,송파구,송파동,미성맨션,36,37.5058263,127.119104,1985,30년이상
송파동 162,송파구,송파동,송파삼성래미안아파트,103,37.5046082,127.118771,2001,10~20년
송파동 119,송파구,송파동,한양아파트,36,37.5057441,127.1141396,1983,30년이상
신천동 11-8,송파구,신천동,더샵스타리버,17,37.5177114,127.1043997,2006,10~20년
신천동 17-6,송파구,신천동,미성,59,37.5174897,127.1068877,1987,30년이상
신천동 7,송파구,신천동,장미1,136,37.5188607,127.0992536,1979,30년이상
신천동 11,송파구,신천동,장미2,87,37.5198479,127.102752,1979,30년이상
신천동 20-4,송파구,신천동,진주,56,37.5183239,127.1106923,1980,30년이상
신천동 17,송파구,신천동,파크리오,550,37.5211214,127.1094588,2008,10~20년
신천동 7-17,송파구,신천동,한빛웰리스,4,37.5152717,127.0994664,1996,20~30년
신천동 11-9,송파구,신천동,한신코아,27,37.5161383,127.1041787,1988,30년이상
오금동 2,송파구,오금동,대림,43,37.5103481,127.1291211,1995,20~30년
오금동 165,송파구,오금동,상아,92,37.4979912,127.135763,1989,20~30년
오금동 67,송파구,오금동,아남,46,37.5030558,127.1361038,1994,20~30년
오금동 71-8,송파구,오금동,오금그랑밸리,1,37.5032261,127.1340106,2002,10~20년
오금동 615,송파구,오금동,올림픽파크센트레빌,16,37.5101137,127.1276353,2009,10년미만
오금동 164,송파구,오금동,우창,27,37.4992856,127.1369367,1985,30년이상
오금동 43,송파구,오금동,현대(2-4차),55,37.5057916,127.1263283,1984,30년이상
잠실동 40,송파구,잠실동,갤러리아팰리스,51,37.5110067,127.0940034,2005,10~20년
잠실동 44,송파구,잠실동,레이크팰리스,222,37.5084808,127.0946764,2006,10~20년
잠실동 22,송파구,잠실동,리센츠,353,37.5140313,127.0882363,2008,10~20년
잠실동 101-1,송파구,잠실동,우성아파트,68,37.5068555,127.0729819,1981,30년이상
잠실동 19,송파구,잠실동,잠실엘스,346,37.5169204,127.1107338,2008,10~20년
잠실동 27,송파구,잠실동,주공아파트 5단지,261,37.515194,127.0948475,1978,30년이상
잠실동 35,송파구,잠실동,트리지움,247,37.5098111,127.0895602,2007,10~20년
장지동 856,송파구,장지동,송파파인타운10단지,26,37.4775868,127.1306185,2007,10~20년
장지동 854,송파구,장지동,송파파인타운11단지,38,37.4796497,127.1331261,2007,10~20년
장지동 855,송파구,장지동,송파파인타운12단지,26,37.478468,127.132077,2011,10년미만
장지동 857,송파구,장지동,송파파인타운13단지,28,37.4769815,127.1285712,2011,10년미만
장지동 833,송파구,장지동,송파파인타운1단지,28,37.4867498,127.1346905,2010,10년미만
장지동 835,송파구,장지동,송파파인타운2단지,13,37.4840607,127.1311959,2008,10~20년
장지동 849,송파구,장지동,송파파인타운3단지,89,37.483675,127.1326658,2008,10~20년
장지동 847,송파구,장지동,송파파인타운6단지,49,37.4805212,127.1319153,2008,10~20년
장지동 844,송파구,장지동,송파파인타운7단지,38,37.4790559,127.1306671,2007,10~20년
장지동 842,송파구,장지동,송파파인타운8단지,12,37.4792025,127.1284301,2008,10~20년
장지동 843,송파구,장지동,송파파인타운9단지,23,37.47807,127.1288062,2007,10~20년
장지동 879,송파구,장지동,위례22단지(비발디),215,37.4773867,127.1285282,2013,10년미만
장지동 901,송파구,장지동,위례24단지(꿈에그린),302,37.4773867,127.1285282,2013,10년미만
풍납동 299-1,송파구,풍납동,강변현대,7,37.5342156,127.1116362,1991,20~30년
풍납동 506,송파구,풍납동,동아한가람1,87,37.5371027,127.115612,1995,20~30년
풍납동 219,송파구,풍납동,미성,23,37.5342023,127.1138235,1987,30년이상
풍납동 220-2,송파구,풍납동,신동아파밀리에,9,37.5336423,127.114483,2002,10~20년
풍납동 510,송파구,풍납동,신성노바빌아파트,31,37.5385138,127.1166964,2000,10~20년
풍납동 401-1,송파구,풍납동,쌍용,47,37.5272233,127.1177482,1995,20~30년
풍납동 251-2,송파구,풍납동,토성현대,13,37.5324338,127.1162601,1986,30년이상
풍납동 508,송파구,풍납동,한강극동,77,37.5292392,127.1128425,1995,20~30년
풍납동 413-1,송파구,풍납동,현대1,56,37.5294251,127.1190188,1994,20~30년
풍납동 260,송파구,풍납동,현대리버빌1지구,66,37.530784,127.1154128,1999,10~20년
풍납동 261,송파구,풍납동,현대리버빌2지구,42,37.5319897,127.1167496,1999,10~20년
목동 555-4,양천구,목동,CG아름채 목동아파트,5,37.5433565,126.8708134,2016,10년미만
목동 758-1,양천구,목동,강산빌라트,4,37.5369691,126.8714743,1993,20~30년
목동 928,양천구,목동,건영,15,37.5417655,126.8726252,1997,20~30년
목동 752-1,양천구,목동,극동늘푸른,21,37.5381408,126.8720767,2000,10~20년
목동 768-5,양천구,목동,금호아파트(768),9,37.535949,126.8670362,1995,20~30년
목동 808-5,양천구,목동,대원칸타빌,18,37.5284864,126.8648581,2001,10~20년
목동 941,양천구,목동,대원칸타빌2,35,37.5320423,126.8673385,2003,10~20년
목동 944,양천구,목동,대원칸타빌3,8,37.5308754,126.867148,2003,10~20년
목동 724-2,양천구,목동,동구햇살아파트,9,37.5385852,126.865049,2003,10~20년
목동 950,양천구,목동,목동 이-편한세상,33,37.5390836,126.8716371,2006,10~20년
목동 773-3,양천구,목동,목동글로리파크,1,37.5335003,126.8695126,2003,10~20년
목동 945,양천구,목동,목동노블레스,9,37.5356342,126.8686918,2007,10~20년
목동 739-1,양천구,목동,목동보미리즌빌,4,37.5391003,126.8663254,2006,10~20년
목동 763-1,양천구,목동,목동성원,14,37.5354,126.8696412,2000,10~20년
목동 902,양천구,목동,목동신시가지2,86,37.5373375,126.8762856,1986,30년이상
목동 903,양천구,목동,목동신시가지3,94,37.5341289,126.8730672,1986,30년이상
목동 912,양천구,목동,목동신시가지5,79,37.533911,126.8809454,1986,30년이상
목동 929,양천구,목동,목동청구한신아파트,111,37.5414738,126.8816618,1997,20~30년
목동 905-22,양천구,목동,목동트윈빌,16,37.5321473,126.87673,2000,10~20년
목동 908-28,양천구,목동,부영2,10,37.5363346,126.8811128,2000,10~20년
목동 933,양천구,목동,삼익,16,37.5228008,126.876533,1983,30년이상
목동 709-2,양천구,목동,성원2,32,37.5421099,126.8641005,2000,10~20년
목동 722-5,양천구,목동,세종그랑시아,9,37.5383326,126.8640763,2003,10~20년
목동 772-7,양천구,목동,신동아파밀리에,7,37.5345963,126.869461,2002,10~20년
목동 960,양천구,목동,신한이모르젠,15,37.548982,126.8644669,2006,10~20년
